Player name,PlayerTeam,Team1,Team2,Team1score,Team2score,GmSc,GameOfSeries
Gabe Vincent,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,2.3,Game 1
Jarred Vanderbilt,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,4.7,Game 1
Jordan Goodwin,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,-0.3,Game 1
Dalton Knecht,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,4.7,Game 1
Bronny James,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,-1.4,Game 1
Alex Len,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,1.7,Game 1
Shake Milton,LAL,Minnesota Timberwolves,Los Angeles Lakers,117,95,-1.1,Game 1
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Los Angeles Lakers,85,94,1.5,Game 2
Naz Reid,MIN,Minnesota Timberwolves,Los Angeles Lakers,85,94,4.7,Game 2
Donte DiVincenzo,MIN,Minnesota Timberwolves,Los Angeles Lakers,85,94,0.3,Game 2
Terrence Shannon Jr.,MIN,Minnesota Timberwolves,Los Angeles Lakers,85,94,1.6,Game 2
Dorian Finney-Smith,LAL,Minnesota Timberwolves,Los Angeles Lakers,85,94,6.5,Game 2
Gabe Vincent,LAL,Minnesota Timberwolves,Los Angeles Lakers,85,94,4.0,Game 2
Jarred Vanderbilt,LAL,Minnesota Timberwolves,Los Angeles Lakers,85,94,-0.4,Game 2
Jordan Goodwin,LAL,Minnesota Timberwolves,Los Angeles Lakers,85,94,-0.5,Game 2
Dorian Finney-Smith,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,3.9,Game 3
Gabe Vincent,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,4.3,Game 3
Jarred Vanderbilt,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,1.5,Game 3
Jordan Goodwin,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,2.8,Game 3
Bronny James,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,0.0,Game 3
Dalton Knecht,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,-0.7,Game 3
Alex Len,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,0.0,Game 3
Shake Milton,LAL,Los Angeles Lakers,Minnesota Timberwolves,104,116,0.0,Game 3
Donte DiVincenzo,MIN,Los Angeles Lakers,Minnesota Timberwolves,104,116,7.7,Game 3
Naz Reid,MIN,Los Angeles Lakers,Minnesota Timberwolves,104,116,8.3,Game 3
Nickeil Alexander-Walker,MIN,Los Angeles Lakers,Minnesota Timberwolves,104,116,3.1,Game 3
Dorian Finney-Smith,LAL,Los Angeles Lakers,Minnesota Timberwolves,113,116,7.6,Game 4
Gabe Vincent,LAL,Los Angeles Lakers,Minnesota Timberwolves,113,116,-0.9,Game 4
Jordan Goodwin,LAL,Los Angeles Lakers,Minnesota Timberwolves,113,116,-0.9,Game 4
Jarred Vanderbilt,LAL,Los Angeles Lakers,Minnesota Timberwolves,113,116,0.6,Game 4
Donte DiVincenzo,MIN,Los Angeles Lakers,Minnesota Timberwolves,113,116,7.3,Game 4
Naz Reid,MIN,Los Angeles Lakers,Minnesota Timberwolves,113,116,9.1,Game 4
Nickeil Alexander-Walker,MIN,Los Angeles Lakers,Minnesota Timberwolves,113,116,1.3,Game 4
Terrence Shannon Jr.,MIN,Los Angeles Lakers,Minnesota Timberwolves,113,116,1.6,Game 4
Donte DiVincenzo,MIN,Minnesota Timberwolves,Los Angeles Lakers,103,96,3.6,Game 5
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Los Angeles Lakers,103,96,2.7,Game 5
Naz Reid,MIN,Minnesota Timberwolves,Los Angeles Lakers,103,96,2.9,Game 5
Gabe Vincent,LAL,Minnesota Timberwolves,Los Angeles Lakers,103,96,-0.3,Game 5
Jarred Vanderbilt,LAL,Minnesota Timberwolves,Los Angeles Lakers,103,96,4.7,Game 5
Maxi Kleber,LAL,Minnesota Timberwolves,Los Angeles Lakers,103,96,-0.1,Game 5
John Konchar,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,1.5,Game 1
Santi Aldama,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,4.5,Game 1
Vince Williams Jr.,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,1.6,Game 1
Marvin Bagley III,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,18.2,Game 1
Jay Huff,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,7.4,Game 1
Luke Kennard,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,2.5,Game 1
Lamar Stevens,MEM,Memphis Grizzlies,Oklahoma City Thunder,80,131,-0.6,Game 1
Aaron Wiggins,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,13.9,Game 1
Isaiah Joe,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,2.7,Game 1
Jaylin Williams,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,8.5,Game 1
Kenrich Williams,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,6.8,Game 1
Ajay Mitchell,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,2.5,Game 1
Cason Wallace,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,2.8,Game 1
Alex Caruso,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,3.7,Game 1
Dillon Jones,OKC,Memphis Grizzlies,Oklahoma City Thunder,80,131,-0.7,Game 1
Santi Aldama,MEM,Memphis Grizzlies,Oklahoma City Thunder,99,118,3.4,Game 2
Luke Kennard,MEM,Memphis Grizzlies,Oklahoma City Thunder,99,118,2.6,Game 2
Marvin Bagley III,MEM,Memphis Grizzlies,Oklahoma City Thunder,99,118,-3.2,Game 2
John Konchar,MEM,Memphis Grizzlies,Oklahoma City Thunder,99,118,0.6,Game 2
Cason Wallace,OKC,Memphis Grizzlies,Oklahoma City Thunder,99,118,6.6,Game 2
Alex Caruso,OKC,Memphis Grizzlies,Oklahoma City Thunder,99,118,14.6,Game 2
Isaiah Joe,OKC,Memphis Grizzlies,Oklahoma City Thunder,99,118,6.4,Game 2
Aaron Wiggins,OKC,Memphis Grizzlies,Oklahoma City Thunder,99,118,6.0,Game 2
Jaylin Williams,OKC,Memphis Grizzlies,Oklahoma City Thunder,99,118,-0.1,Game 2
Cason Wallace,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,7.2,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,12.9,Game 3
Isaiah Joe,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,10.5,Game 3
Aaron Wiggins,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,-2.8,Game 3
Jaylin Williams,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,0.3,Game 3
Ajay Mitchell,OKC,Oklahoma City Thunder,Memphis Grizzlies,114,108,0.9,Game 3
Luke Kennard,MEM,Oklahoma City Thunder,Memphis Grizzlies,114,108,8.6,Game 3
Santi Aldama,MEM,Oklahoma City Thunder,Memphis Grizzlies,114,108,8.4,Game 3
John Konchar,MEM,Oklahoma City Thunder,Memphis Grizzlies,114,108,4.1,Game 3
Vince Williams Jr.,MEM,Oklahoma City Thunder,Memphis Grizzlies,114,108,0.7,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,10.0,Game 4
Cason Wallace,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,0.1,Game 4
Aaron Wiggins,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,7.3,Game 4
Isaiah Joe,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,9.7,Game 4
Jaylin Williams,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,-1.1,Game 4
Kenrich Williams,OKC,Oklahoma City Thunder,Memphis Grizzlies,117,115,-1.8,Game 4
Vince Williams Jr.,MEM,Oklahoma City Thunder,Memphis Grizzlies,117,115,12.2,Game 4
Luke Kennard,MEM,Oklahoma City Thunder,Memphis Grizzlies,117,115,3.0,Game 4
John Konchar,MEM,Oklahoma City Thunder,Memphis Grizzlies,117,115,7.2,Game 4
Jay Huff,MEM,Oklahoma City Thunder,Memphis Grizzlies,117,115,1.3,Game 4
Lamar Stevens,MEM,Oklahoma City Thunder,Memphis Grizzlies,117,115,-0.4,Game 4
