Player name,PlayerTeam,Team1,Team2,Team1score,Team2score,GmSc,GameOfSeries
Obi Toppin,IND,Indiana Pacers,Oklahoma City Thunder,111,110,12.2,Game 1
T.J. McConnell,IND,Indiana Pacers,Oklahoma City Thunder,111,110,7.1,Game 1
Bennedict Mathurin,IND,Indiana Pacers,Oklahoma City Thunder,111,110,3.9,Game 1
Ben Sheppard,IND,Indiana Pacers,Oklahoma City Thunder,111,110,1.4,Game 1
Thomas Bryant,IND,Indiana Pacers,Oklahoma City Thunder,111,110,3.2,Game 1
Isaiah Jackson,IND,Indiana Pacers,Oklahoma City Thunder,111,110,,Game 1
Jarace Walker,IND,Indiana Pacers,Oklahoma City Thunder,111,110,,Game 1
Alex Caruso,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,11.6,Game 1
Isaiah Hartenstein,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,10.4,Game 1
Isaiah Joe,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,3.7,Game 1
Aaron Wiggins,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,0.6,Game 1
Ajay Mitchell,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,0.0,Game 1
Kenrich Williams,OKC,Indiana Pacers,Oklahoma City Thunder,111,110,0.0,Game 1
Bennedict Mathurin,IND,Indiana Pacers,Oklahoma City Thunder,107,123,7.6,Game 2
Obi Toppin,IND,Indiana Pacers,Oklahoma City Thunder,107,123,0.7,Game 2
T.J. McConnell,IND,Indiana Pacers,Oklahoma City Thunder,107,123,14.4,Game 2
Ben Sheppard,IND,Indiana Pacers,Oklahoma City Thunder,107,123,2.6,Game 2
Thomas Bryant,IND,Indiana Pacers,Oklahoma City Thunder,107,123,0.1,Game 2
Johnny Furphy,IND,Indiana Pacers,Oklahoma City Thunder,107,123,-0.1,Game 2
James Johnson,IND,Indiana Pacers,Oklahoma City Thunder,107,123,0.9,Game 2
Isaiah Jackson,IND,Indiana Pacers,Oklahoma City Thunder,107,123,,Game 2
Jarace Walker,IND,Indiana Pacers,Oklahoma City Thunder,107,123,,Game 2
Alex Caruso,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,13.5,Game 2
Isaiah Hartenstein,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,8.0,Game 2
Aaron Wiggins,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,14.2,Game 2
Kenrich Williams,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,2.4,Game 2
Isaiah Joe,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,-0.4,Game 2
Ajay Mitchell,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,3.0,Game 2
Jaylin Williams,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,2.0,Game 2
Ousmane Dieng,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,0.0,Game 2
Dillon Jones,OKC,Indiana Pacers,Oklahoma City Thunder,107,123,0.0,Game 2
Alex Caruso,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,9.8,Game 3
Isaiah Hartenstein,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,1.8,Game 3
Aaron Wiggins,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,-1.2,Game 3
Isaiah Joe,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,4.6,Game 3
Kenrich Williams,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,-0.7,Game 3
Jaylin Williams,OKC,Oklahoma City Thunder,Indiana Pacers,107,116,0.0,Game 3
Obi Toppin,IND,Oklahoma City Thunder,Indiana Pacers,107,116,6.1,Game 3
Bennedict Mathurin,IND,Oklahoma City Thunder,Indiana Pacers,107,116,23.8,Game 3
Ben Sheppard,IND,Oklahoma City Thunder,Indiana Pacers,107,116,3.9,Game 3
T.J. McConnell,IND,Oklahoma City Thunder,Indiana Pacers,107,116,12.4,Game 3
Thomas Bryant,IND,Oklahoma City Thunder,Indiana Pacers,107,116,-0.8,Game 3
Isaiah Jackson,IND,Oklahoma City Thunder,Indiana Pacers,107,116,,Game 3
Jarace Walker,IND,Oklahoma City Thunder,Indiana Pacers,107,116,,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Indiana Pacers,111,104,19.9,Game 4
Cason Wallace,OKC,Oklahoma City Thunder,Indiana Pacers,111,104,-1.7,Game 4
Kenrich Williams,OKC,Oklahoma City Thunder,Indiana Pacers,111,104,3.4,Game 4
Aaron Wiggins,OKC,Oklahoma City Thunder,Indiana Pacers,111,104,0.2,Game 4
Isaiah Joe,OKC,Oklahoma City Thunder,Indiana Pacers,111,104,-0.2,Game 4
Obi Toppin,IND,Oklahoma City Thunder,Indiana Pacers,111,104,13.9,Game 4
T.J. McConnell,IND,Oklahoma City Thunder,Indiana Pacers,111,104,5.4,Game 4
Bennedict Mathurin,IND,Oklahoma City Thunder,Indiana Pacers,111,104,4.6,Game 4
Ben Sheppard,IND,Oklahoma City Thunder,Indiana Pacers,111,104,0.5,Game 4
Isaiah Jackson,IND,Oklahoma City Thunder,Indiana Pacers,111,104,,Game 4
Jarace Walker,IND,Oklahoma City Thunder,Indiana Pacers,111,104,,Game 4
Bennedict Mathurin,IND,Indiana Pacers,Oklahoma City Thunder,109,120,4.4,Game 5
T.J. McConnell,IND,Indiana Pacers,Oklahoma City Thunder,109,120,13.2,Game 5
Obi Toppin,IND,Indiana Pacers,Oklahoma City Thunder,109,120,8.2,Game 5
Tony Bradley,IND,Indiana Pacers,Oklahoma City Thunder,109,120,2.8,Game 5
Ben Sheppard,IND,Indiana Pacers,Oklahoma City Thunder,109,120,0.0,Game 5
Johnny Furphy,IND,Indiana Pacers,Oklahoma City Thunder,109,120,1.3,Game 5
Thomas Bryant,IND,Indiana Pacers,Oklahoma City Thunder,109,120,1.0,Game 5
Isaiah Jackson,IND,Indiana Pacers,Oklahoma City Thunder,109,120,,Game 5
Jarace Walker,IND,Indiana Pacers,Oklahoma City Thunder,109,120,,Game 5
Alex Caruso,OKC,Indiana Pacers,Oklahoma City Thunder,109,120,1.7,Game 5
Aaron Wiggins,OKC,Indiana Pacers,Oklahoma City Thunder,109,120,9.4,Game 5
Cason Wallace,OKC,Indiana Pacers,Oklahoma City Thunder,109,120,14.0,Game 5
Kenrich Williams,OKC,Indiana Pacers,Oklahoma City Thunder,109,120,0.3,Game 5
Alex Caruso,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,0.2,Game 6
Kenrich Williams,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,2.1,Game 6
Aaron Wiggins,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,1.8,Game 6
Isaiah Joe,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,9.0,Game 6
Cason Wallace,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,0.7,Game 6
Jaylin Williams,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,7.7,Game 6
Ajay Mitchell,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,0.7,Game 6
Dillon Jones,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,3.7,Game 6
Ousmane Dieng,OKC,Oklahoma City Thunder,Indiana Pacers,91,108,2.0,Game 6
T.J. McConnell,IND,Oklahoma City Thunder,Indiana Pacers,91,108,12.7,Game 6
Obi Toppin,IND,Oklahoma City Thunder,Indiana Pacers,91,108,15.2,Game 6
Ben Sheppard,IND,Oklahoma City Thunder,Indiana Pacers,91,108,6.4,Game 6
Bennedict Mathurin,IND,Oklahoma City Thunder,Indiana Pacers,91,108,3.2,Game 6
Thomas Bryant,IND,Oklahoma City Thunder,Indiana Pacers,91,108,2.6,Game 6
Tony Bradley,IND,Oklahoma City Thunder,Indiana Pacers,91,108,3.0,Game 6
Johnny Furphy,IND,Oklahoma City Thunder,Indiana Pacers,91,108,-1.0,Game 6
James Johnson,IND,Oklahoma City Thunder,Indiana Pacers,91,108,-0.7,Game 6
Isaiah Jackson,IND,Oklahoma City Thunder,Indiana Pacers,91,108,,Game 6
Jarace Walker,IND,Oklahoma City Thunder,Indiana Pacers,91,108,,Game 6
Bennedict Mathurin,IND,Indiana Pacers,Oklahoma City Thunder,91,103,23.2,Game 7
T.J. McConnell,IND,Indiana Pacers,Oklahoma City Thunder,91,103,7.9,Game 7
Obi Toppin,IND,Indiana Pacers,Oklahoma City Thunder,91,103,-5.3,Game 7
Ben Sheppard,IND,Indiana Pacers,Oklahoma City Thunder,91,103,-0.5,Game 7
Tony Bradley,IND,Indiana Pacers,Oklahoma City Thunder,91,103,0.5,Game 7
Thomas Bryant,IND,Indiana Pacers,Oklahoma City Thunder,91,103,-0.7,Game 7
Johnny Furphy,IND,Indiana Pacers,Oklahoma City Thunder,91,103,0.0,Game 7
Isaiah Jackson,IND,Indiana Pacers,Oklahoma City Thunder,91,103,,Game 7
Jarace Walker,IND,Indiana Pacers,Oklahoma City Thunder,91,103,,Game 7
Alex Caruso,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,8.8,Game 7
Cason Wallace,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,9.6,Game 7
Aaron Wiggins,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,-0.8,Game 7
Kenrich Williams,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,0.0,Game 7
Ousmane Dieng,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,0.0,Game 7
Dillon Jones,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,-0.4,Game 7
Ajay Mitchell,OKC,Indiana Pacers,Oklahoma City Thunder,91,103,-1.0,Game 7
Bennedict Mathurin,IND,Indiana Pacers,New York Knicks,138,135,7.6,Game 1
Obi Toppin,IND,Indiana Pacers,New York Knicks,138,135,7.7,Game 1
T.J. McConnell,IND,Indiana Pacers,New York Knicks,138,135,5.3,Game 1
Thomas Bryant,IND,Indiana Pacers,New York Knicks,138,135,2.9,Game 1
Ben Sheppard,IND,Indiana Pacers,New York Knicks,138,135,-0.4,Game 1
Isaiah Jackson,IND,Indiana Pacers,New York Knicks,138,135,,Game 1
Miles McBride,NYK,Indiana Pacers,New York Knicks,138,135,6.1,Game 1
Mitchell Robinson,NYK,Indiana Pacers,New York Knicks,138,135,6.9,Game 1
Cameron Payne,NYK,Indiana Pacers,New York Knicks,138,135,1.7,Game 1
Delon Wright,NYK,Indiana Pacers,New York Knicks,138,135,0.0,Game 1
Obi Toppin,IND,Indiana Pacers,New York Knicks,114,109,0.8,Game 2
T.J. McConnell,IND,Indiana Pacers,New York Knicks,114,109,8.4,Game 2
Ben Sheppard,IND,Indiana Pacers,New York Knicks,114,109,4.6,Game 2
Bennedict Mathurin,IND,Indiana Pacers,New York Knicks,114,109,-1.7,Game 2
Tony Bradley,IND,Indiana Pacers,New York Knicks,114,109,0.2,Game 2
Thomas Bryant,IND,Indiana Pacers,New York Knicks,114,109,-1.8,Game 2
Isaiah Jackson,IND,Indiana Pacers,New York Knicks,114,109,,Game 2
Mitchell Robinson,NYK,Indiana Pacers,New York Knicks,114,109,9.5,Game 2
Miles McBride,NYK,Indiana Pacers,New York Knicks,114,109,0.8,Game 2
Cameron Payne,NYK,Indiana Pacers,New York Knicks,114,109,-2.4,Game 2
Josh Hart,NYK,New York Knicks,Indiana Pacers,106,100,11.7,Game 3
Miles McBride,NYK,New York Knicks,Indiana Pacers,106,100,4.4,Game 3
Delon Wright,NYK,New York Knicks,Indiana Pacers,106,100,3.4,Game 3
Landry Shamet,NYK,New York Knicks,Indiana Pacers,106,100,2.4,Game 3
Ben Sheppard,IND,New York Knicks,Indiana Pacers,106,100,1.6,Game 3
T.J. McConnell,IND,New York Knicks,Indiana Pacers,106,100,9.1,Game 3
Tony Bradley,IND,New York Knicks,Indiana Pacers,106,100,1.5,Game 3
Obi Toppin,IND,New York Knicks,Indiana Pacers,106,100,3.8,Game 3
Bennedict Mathurin,IND,New York Knicks,Indiana Pacers,106,100,1.9,Game 3
Isaiah Jackson,IND,New York Knicks,Indiana Pacers,106,100,,Game 3
Josh Hart,NYK,New York Knicks,Indiana Pacers,121,130,7.5,Game 4
Miles McBride,NYK,New York Knicks,Indiana Pacers,121,130,0.9,Game 4
Landry Shamet,NYK,New York Knicks,Indiana Pacers,121,130,2.9,Game 4
Delon Wright,NYK,New York Knicks,Indiana Pacers,121,130,3.4,Game 4
Precious Achiuwa,NYK,New York Knicks,Indiana Pacers,121,130,0.3,Game 4
T.J. McConnell,IND,New York Knicks,Indiana Pacers,121,130,5.5,Game 4
Obi Toppin,IND,New York Knicks,Indiana Pacers,121,130,6.5,Game 4
Ben Sheppard,IND,New York Knicks,Indiana Pacers,121,130,1.5,Game 4
Bennedict Mathurin,IND,New York Knicks,Indiana Pacers,121,130,17.6,Game 4
Tony Bradley,IND,New York Knicks,Indiana Pacers,121,130,2.6,Game 4
Isaiah Jackson,IND,New York Knicks,Indiana Pacers,121,130,,Game 4
Bennedict Mathurin,IND,Indiana Pacers,New York Knicks,94,111,17.3,Game 5
Ben Sheppard,IND,Indiana Pacers,New York Knicks,94,111,6.9,Game 5
Obi Toppin,IND,Indiana Pacers,New York Knicks,94,111,5.0,Game 5
T.J. McConnell,IND,Indiana Pacers,New York Knicks,94,111,7.0,Game 5
Jarace Walker,IND,Indiana Pacers,New York Knicks,94,111,3.6,Game 5
Tony Bradley,IND,Indiana Pacers,New York Knicks,94,111,2.7,Game 5
Thomas Bryant,IND,Indiana Pacers,New York Knicks,94,111,-1.1,Game 5
Johnny Furphy,IND,Indiana Pacers,New York Knicks,94,111,0.3,Game 5
Isaiah Jackson,IND,Indiana Pacers,New York Knicks,94,111,,Game 5
Josh Hart,NYK,Indiana Pacers,New York Knicks,94,111,12.0,Game 5
Miles McBride,NYK,Indiana Pacers,New York Knicks,94,111,2.9,Game 5
Landry Shamet,NYK,Indiana Pacers,New York Knicks,94,111,3.2,Game 5
Delon Wright,NYK,Indiana Pacers,New York Knicks,94,111,1.0,Game 5
Precious Achiuwa,NYK,Indiana Pacers,New York Knicks,94,111,1.5,Game 5
Ariel Hukporti,NYK,Indiana Pacers,New York Knicks,94,111,1.7,Game 5
Josh Hart,NYK,New York Knicks,Indiana Pacers,108,125,3.9,Game 6
Landry Shamet,NYK,New York Knicks,Indiana Pacers,108,125,9.3,Game 6
Delon Wright,NYK,New York Knicks,Indiana Pacers,108,125,0.9,Game 6
Miles McBride,NYK,New York Knicks,Indiana Pacers,108,125,2.2,Game 6
Precious Achiuwa,NYK,New York Knicks,Indiana Pacers,108,125,0.0,Game 6
Pacome Dadiet,NYK,New York Knicks,Indiana Pacers,108,125,0.0,Game 6
Ariel Hukporti,NYK,New York Knicks,Indiana Pacers,108,125,-0.8,Game 6
Tyler Kolek,NYK,New York Knicks,Indiana Pacers,108,125,2.1,Game 6
Obi Toppin,IND,New York Knicks,Indiana Pacers,108,125,15.6,Game 6
Ben Sheppard,IND,New York Knicks,Indiana Pacers,108,125,1.2,Game 6
T.J. McConnell,IND,New York Knicks,Indiana Pacers,108,125,0.8,Game 6
Thomas Bryant,IND,New York Knicks,Indiana Pacers,108,125,10.3,Game 6
Bennedict Mathurin,IND,New York Knicks,Indiana Pacers,108,125,1.9,Game 6
Jarace Walker,IND,New York Knicks,Indiana Pacers,108,125,2.4,Game 6
Johnny Furphy,IND,New York Knicks,Indiana Pacers,108,125,0.0,Game 6
James Johnson,IND,New York Knicks,Indiana Pacers,108,125,0.0,Game 6
Isaiah Jackson,IND,New York Knicks,Indiana Pacers,108,125,,Game 6
Donte DiVincenzo,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,2.6,Game 1
Naz Reid,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,0.0,Game 1
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,3.9,Game 1
Jaylen Clark,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,3.0,Game 1
Terrence Shannon Jr.,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,1.0,Game 1
Rob Dillingham,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,0.0,Game 1
Luka Garza,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,0.0,Game 1
Josh Minott,MIN,Minnesota Timberwolves,Oklahoma City Thunder,88,114,-0.4,Game 1
Cason Wallace,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,5.1,Game 1
Alex Caruso,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,6.1,Game 1
Isaiah Joe,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,9.1,Game 1
Aaron Wiggins,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,1.2,Game 1
Kenrich Williams,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,5.8,Game 1
Ajay Mitchell,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,0.7,Game 1
Ousmane Dieng,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,0.0,Game 1
Dillon Jones,OKC,Minnesota Timberwolves,Oklahoma City Thunder,88,114,3.4,Game 1
Naz Reid,MIN,Minnesota Timberwolves,Oklahoma City Thunder,103,118,6.8,Game 2
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Oklahoma City Thunder,103,118,12.6,Game 2
Donte DiVincenzo,MIN,Minnesota Timberwolves,Oklahoma City Thunder,103,118,2.2,Game 2
Cason Wallace,OKC,Minnesota Timberwolves,Oklahoma City Thunder,103,118,10.1,Game 2
Alex Caruso,OKC,Minnesota Timberwolves,Oklahoma City Thunder,103,118,6.3,Game 2
Aaron Wiggins,OKC,Minnesota Timberwolves,Oklahoma City Thunder,103,118,0.6,Game 2
Isaiah Joe,OKC,Minnesota Timberwolves,Oklahoma City Thunder,103,118,1.0,Game 2
Kenrich Williams,OKC,Minnesota Timberwolves,Oklahoma City Thunder,103,118,-0.4,Game 2
Ajay Mitchell,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,9.6,Game 3
Isaiah Joe,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,0.1,Game 3
Jaylin Williams,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,-0.4,Game 3
Aaron Wiggins,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,1.9,Game 3
Cason Wallace,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,3.0,Game 3
Kenrich Williams,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,4.7,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,-0.9,Game 3
Dillon Jones,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,11.1,Game 3
Ousmane Dieng,OKC,Oklahoma City Thunder,Minnesota Timberwolves,101,143,5.7,Game 3
Naz Reid,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,10.3,Game 3
Nickeil Alexander-Walker,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,7.4,Game 3
Donte DiVincenzo,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,7.0,Game 3
Terrence Shannon Jr.,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,12.9,Game 3
Jaylen Clark,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,5.0,Game 3
Rob Dillingham,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,2.3,Game 3
Leonard Miller,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,9.5,Game 3
Josh Minott,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,-2.4,Game 3
Luka Garza,MIN,Oklahoma City Thunder,Minnesota Timberwolves,101,143,6.1,Game 3
Alex Caruso,OKC,Oklahoma City Thunder,Minnesota Timberwolves,128,126,8.2,Game 4
Cason Wallace,OKC,Oklahoma City Thunder,Minnesota Timberwolves,128,126,8.0,Game 4
Kenrich Williams,OKC,Oklahoma City Thunder,Minnesota Timberwolves,128,126,5.3,Game 4
Isaiah Joe,OKC,Oklahoma City Thunder,Minnesota Timberwolves,128,126,1.6,Game 4
Jaylin Williams,OKC,Oklahoma City Thunder,Minnesota Timberwolves,128,126,0.0,Game 4
Nickeil Alexander-Walker,MIN,Oklahoma City Thunder,Minnesota Timberwolves,128,126,21.7,Game 4
Donte DiVincenzo,MIN,Oklahoma City Thunder,Minnesota Timberwolves,128,126,19.5,Game 4
Naz Reid,MIN,Oklahoma City Thunder,Minnesota Timberwolves,128,126,12.0,Game 4
Terrence Shannon Jr.,MIN,Oklahoma City Thunder,Minnesota Timberwolves,128,126,5.5,Game 4
Naz Reid,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,7.6,Game 5
Donte DiVincenzo,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,5.4,Game 5
Nickeil Alexander-Walker,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,-5.3,Game 5
Terrence Shannon Jr.,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,5.7,Game 5
Rob Dillingham,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,6.0,Game 5
Luka Garza,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,4.8,Game 5
Josh Minott,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,1.7,Game 5
Jaylen Clark,MIN,Minnesota Timberwolves,Oklahoma City Thunder,94,124,3.0,Game 5
Alex Caruso,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,10.3,Game 5
Cason Wallace,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,4.7,Game 5
Aaron Wiggins,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,0.2,Game 5
Kenrich Williams,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,2.6,Game 5
Isaiah Joe,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,10.1,Game 5
Ajay Mitchell,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,1.0,Game 5
Jaylin Williams,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,-1.2,Game 5
Ousmane Dieng,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,3.4,Game 5
Dillon Jones,OKC,Minnesota Timberwolves,Oklahoma City Thunder,94,124,0.0,Game 5
Bennedict Mathurin,IND,Indiana Pacers,Cleveland Cavaliers,121,112,7.1,Game 1
T.J. McConnell,IND,Indiana Pacers,Cleveland Cavaliers,121,112,4.0,Game 1
Obi Toppin,IND,Indiana Pacers,Cleveland Cavaliers,121,112,6.2,Game 1
Jarace Walker,IND,Indiana Pacers,Cleveland Cavaliers,121,112,-0.1,Game 1
Ben Sheppard,IND,Indiana Pacers,Cleveland Cavaliers,121,112,-1.1,Game 1
Thomas Bryant,IND,Indiana Pacers,Cleveland Cavaliers,121,112,1.3,Game 1
De'Andre Hunter,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,7.9,Game 1
Ty Jerome,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,16.7,Game 1
Dean Wade,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,-1.3,Game 1
Isaac Okoro,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,2.4,Game 1
Darius Garland,CLE,Indiana Pacers,Cleveland Cavaliers,121,112,,Game 1
Bennedict Mathurin,IND,Indiana Pacers,Cleveland Cavaliers,120,119,14.5,Game 2
Obi Toppin,IND,Indiana Pacers,Cleveland Cavaliers,120,119,6.3,Game 2
T.J. McConnell,IND,Indiana Pacers,Cleveland Cavaliers,120,119,1.2,Game 2
Thomas Bryant,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-1.1,Game 2
Ben Sheppard,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-0.1,Game 2
Jarace Walker,IND,Indiana Pacers,Cleveland Cavaliers,120,119,-1.4,Game 2
Isaac Okoro,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,6.1,Game 2
Sam Merrill,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,11.8,Game 2
Javonte Green,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,1.0,Game 2
Craig Porter Jr.,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,2.7,Game 2
Darius Garland,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
De'Andre Hunter,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
Evan Mobley,CLE,Indiana Pacers,Cleveland Cavaliers,120,119,,Game 2
De'Andre Hunter,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,5.3,Game 3
Sam Merrill,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.0,Game 3
Dean Wade,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.2,Game 3
Ty Jerome,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,-6.7,Game 3
Isaac Okoro,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,0.5,Game 3
Craig Porter Jr.,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,2.0,Game 3
Javonte Green,CLE,Cleveland Cavaliers,Indiana Pacers,126,104,-1.1,Game 3
Bennedict Mathurin,IND,Cleveland Cavaliers,Indiana Pacers,126,104,15.0,Game 3
T.J. McConnell,IND,Cleveland Cavaliers,Indiana Pacers,126,104,13.4,Game 3
Obi Toppin,IND,Cleveland Cavaliers,Indiana Pacers,126,104,3.0,Game 3
Thomas Bryant,IND,Cleveland Cavaliers,Indiana Pacers,126,104,2.8,Game 3
Ben Sheppard,IND,Cleveland Cavaliers,Indiana Pacers,126,104,1.9,Game 3
James Johnson,IND,Cleveland Cavaliers,Indiana Pacers,126,104,2.2,Game 3
Jarace Walker,IND,Cleveland Cavaliers,Indiana Pacers,126,104,0.8,Game 3
Johnny Furphy,IND,Cleveland Cavaliers,Indiana Pacers,126,104,0.2,Game 3
Tony Bradley,IND,Cleveland Cavaliers,Indiana Pacers,126,104,-0.4,Game 3
Isaac Okoro,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,9.2,Game 4
Ty Jerome,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,2.5,Game 4
De'Andre Hunter,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,-0.6,Game 4
Sam Merrill,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,1.0,Game 4
Jaylon Tyson,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,8.9,Game 4
Tristan Thompson,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,2.7,Game 4
Dean Wade,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,4.7,Game 4
Craig Porter Jr.,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,6.8,Game 4
Javonte Green,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,1.5,Game 4
Chuma Okeke,CLE,Cleveland Cavaliers,Indiana Pacers,109,129,3.4,Game 4
Ben Sheppard,IND,Cleveland Cavaliers,Indiana Pacers,109,129,5.9,Game 4
Obi Toppin,IND,Cleveland Cavaliers,Indiana Pacers,109,129,15.1,Game 4
T.J. McConnell,IND,Cleveland Cavaliers,Indiana Pacers,109,129,13.7,Game 4
Jarace Walker,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-0.1,Game 4
Johnny Furphy,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-1.6,Game 4
Thomas Bryant,IND,Cleveland Cavaliers,Indiana Pacers,109,129,3.2,Game 4
James Johnson,IND,Cleveland Cavaliers,Indiana Pacers,109,129,4.8,Game 4
Tony Bradley,IND,Cleveland Cavaliers,Indiana Pacers,109,129,0.6,Game 4
Bennedict Mathurin,IND,Cleveland Cavaliers,Indiana Pacers,109,129,-1.1,Game 4
Obi Toppin,IND,Indiana Pacers,Cleveland Cavaliers,114,105,4.1,Game 5
